t,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28,d_29,d_30,d_31,d_32,d_33,d_34,d_35,d_36,d_37,d_38,d_39,d_40,d_41,d_42,d_43,d_44,d_45,d_46,d_47,d_48,d_49,d_50,d_51,d_52,d_53,d_54,d_55,d_56,d_57,d_58,d_59,d_60,d_61,d_62,d_63,d_64,d_65,d_66,d_67,d_68,d_69,d_70,d_71,d_72,d_73
6563,79.4,71.1,131.7,54.3,52.2,100.3,91.9,125.4,127.5,142.1,0.0,0.0,194.3,142.1,232.0,73.1,0.0,244.5,133.7,94.0,0.0,0.0,0.0,0.0,79.4,71.1,131.7,54.3,52.2,100.3,91.9,125.4,127.5,142.1,0.0,0.0,194.3,142.1,232.0,73.1,0.0,244.5,133.7,94.0,0.0,0.0,0.0,0.0,79.4,71.1,131.7,54.3,52.2,100.3,91.9,125.4,127.5,142.1,0.0,0.0,194.3,142.1,232.0,73.1,0.0,244.5,133.7,94.0,0.0,0.0,0.0,0.0,0.0
6564,74.6,66.7,123.7,51.0,49.1,94.2,86.4,117.8,119.7,133.5,0.0,0.0,182.6,133.5,217.9,68.7,0.0,229.7,125.6,88.3,0.0,0.0,0.0,0.0,74.6,66.7,123.7,51.0,49.1,94.2,86.4,117.8,119.7,133.5,0.0,0.0,182.6,133.5,217.9,68.7,0.0,229.7,125.6,88.3,0.0,0.0,0.0,0.0,74.6,66.7,123.7,51.0,49.1,94.2,86.4,117.8,119.7,133.5,0.0,0.0,182.6,133.5,217.9,68.7,0.0,229.7,125.6,88.3,0.0,0.0,0.0,0.0,0.0
6565,73.8,66.0,122.3,50.5,48.5,93.2,85.4,116.5,118.5,132.1,0.0,0.0,180.6,132.1,215.6,68.0,0.0,227.2,124.3,87.4,0.0,0.0,0.0,0.0,73.8,66.0,122.3,50.5,48.5,93.2,85.4,116.5,118.5,132.1,0.0,0.0,180.6,132.1,215.6,68.0,0.0,227.2,124.3,87.4,0.0,0.0,0.0,0.0,73.8,66.0,122.3,50.5,48.5,93.2,85.4,116.5,118.5,132.1,0.0,0.0,180.6,132.1,215.6,68.0,0.0,227.2,124.3,87.4,0.0,0.0,0.0,0.0,0.0
6566,72.2,64.6,119.7,49.4,47.5,91.2,83.6,114.0,115.9,129.2,0.0,0.0,176.7,129.2,210.9,66.5,0.0,222.3,121.6,85.5,0.0,0.0,0.0,0.0,72.2,64.6,119.7,49.4,47.5,91.2,83.6,114.0,115.9,129.2,0.0,0.0,176.7,129.2,210.9,66.5,0.0,222.3,121.6,85.5,0.0,0.0,0.0,0.0,72.2,64.6,119.7,49.4,47.5,91.2,83.6,114.0,115.9,129.2,0.0,0.0,176.7,129.2,210.9,66.5,0.0,222.3,121.6,85.5,0.0,0.0,0.0,0.0,0.0
6567,70.6,63.2,117.0,48.3,46.4,89.2,81.7,111.5,113.3,126.3,0.0,0.0,172.8,126.3,206.2,65.0,0.0,217.3,118.9,83.6,0.0,0.0,0.0,0.0,70.6,63.2,117.0,48.3,46.4,89.2,81.7,111.5,113.3,126.3,0.0,0.0,172.8,126.3,206.2,65.0,0.0,217.3,118.9,83.6,0.0,0.0,0.0,0.0,70.6,63.2,117.0,48.3,46.4,89.2,81.7,111.5,113.3,126.3,0.0,0.0,172.8,126.3,206.2,65.0,0.0,217.3,118.9,83.6,0.0,0.0,0.0,0.0,0.0
6568,72.2,64.6,119.7,49.4,47.5,91.2,83.6,114.0,115.9,129.2,0.0,0.0,176.7,129.2,210.9,66.5,0.0,222.3,121.6,85.5,0.0,0.0,0.0,0.0,72.2,64.6,119.7,49.4,47.5,91.2,83.6,114.0,115.9,129.2,0.0,0.0,176.7,129.2,210.9,66.5,0.0,222.3,121.6,85.5,0.0,0.0,0.0,0.0,72.2,64.6,119.7,49.4,47.5,91.2,83.6,114.0,115.9,129.2,0.0,0.0,176.7,129.2,210.9,66.5,0.0,222.3,121.6,85.5,0.0,0.0,0.0,0.0,0.0
6569,73.8,66.0,122.3,50.5,48.5,93.2,85.4,116.5,118.5,132.1,0.0,0.0,180.6,132.1,215.6,68.0,0.0,227.2,124.3,87.4,0.0,0.0,0.0,0.0,73.8,66.0,122.3,50.5,48.5,93.2,85.4,116.5,118.5,132.1,0.0,0.0,180.6,132.1,215.6,68.0,0.0,227.2,124.3,87.4,0.0,0.0,0.0,0.0,73.8,66.0,122.3,50.5,48.5,93.2,85.4,116.5,118.5,132.1,0.0,0.0,180.6,132.1,215.6,68.0,0.0,227.2,124.3,87.4,0.0,0.0,0.0,0.0,0.0
6570,77.0,68.9,127.7,52.7,50.7,97.3,89.2,121.6,123.6,137.8,0.0,0.0,188.5,137.8,224.9,70.9,0.0,237.1,129.7,91.2,0.0,0.0,0.0,0.0,77.0,68.9,127.7,52.7,50.7,97.3,89.2,121.6,123.6,137.8,0.0,0.0,188.5,137.8,224.9,70.9,0.0,237.1,129.7,91.2,0.0,0.0,0.0,0.0,77.0,68.9,127.7,52.7,50.7,97.3,89.2,121.6,123.6,137.8,0.0,0.0,188.5,137.8,224.9,70.9,0.0,237.1,129.7,91.2,0.0,0.0,0.0,0.0,0.0
6571,78.6,70.3,130.3,53.8,51.7,99.3,91.0,124.1,126.2,140.7,0.0,0.0,192.4,140.7,229.6,72.4,0.0,242.0,132.4,93.1,0.0,0.0,0.0,0.0,78.6,70.3,130.3,53.8,51.7,99.3,91.0,124.1,126.2,140.7,0.0,0.0,192.4,140.7,229.6,72.4,0.0,242.0,132.4,93.1,0.0,0.0,0.0,0.0,78.6,70.3,130.3,53.8,51.7,99.3,91.0,124.1,126.2,140.7,0.0,0.0,192.4,140.7,229.6,72.4,0.0,242.0,132.4,93.1,0.0,0.0,0.0,0.0,0.0
6572,77.0,68.9,127.7,52.7,50.7,97.3,89.2,121.6,123.6,137.8,0.0,0.0,188.5,137.8,224.9,70.9,0.0,237.1,129.7,91.2,0.0,0.0,0.0,0.0,77.0,68.9,127.7,52.7,50.7,97.3,89.2,121.6,123.6,137.8,0.0,0.0,188.5,137.8,224.9,70.9,0.0,237.1,129.7,91.2,0.0,0.0,0.0,0.0,77.0,68.9,127.7,52.7,50.7,97.3,89.2,121.6,123.6,137.8,0.0,0.0,188.5,137.8,224.9,70.9,0.0,237.1,129.7,91.2,0.0,0.0,0.0,0.0,0.0
6573,72.2,64.6,119.7,49.4,47.5,91.2,83.6,114.0,115.9,129.2,0.0,0.0,176.7,129.2,210.9,66.5,0.0,222.3,121.6,85.5,0.0,0.0,0.0,0.0,72.2,64.6,119.7,49.4,47.5,91.2,83.6,114.0,115.9,129.2,0.0,0.0,176.7,129.2,210.9,66.5,0.0,222.3,121.6,85.5,0.0,0.0,0.0,0.0,72.2,64.6,119.7,49.4,47.5,91.2,83.6,114.0,115.9,129.2,0.0,0.0,176.7,129.2,210.9,66.5,0.0,222.3,121.6,85.5,0.0,0.0,0.0,0.0,0.0
6574,64.2,57.4,106.4,43.9,42.2,81.1,74.3,101.3,103.0,114.8,0.0,0.0,157.0,114.8,187.4,59.1,0.0,197.6,108.1,76.0,0.0,0.0,0.0,0.0,64.2,57.4,106.4,43.9,42.2,81.1,74.3,101.3,103.0,114.8,0.0,0.0,157.0,114.8,187.4,59.1,0.0,197.6,108.1,76.0,0.0,0.0,0.0,0.0,64.2,57.4,106.4,43.9,42.2,81.1,74.3,101.3,103.0,114.8,0.0,0.0,157.0,114.8,187.4,59.1,0.0,197.6,108.1,76.0,0.0,0.0,0.0,0.0,0.0
6575,56.1,50.2,93.1,38.4,36.9,70.9,65.0,88.7,90.1,100.5,0.0,0.0,137.4,100.5,164.0,51.7,0.0,172.9,94.6,66.5,0.0,0.0,0.0,0.0,56.1,50.2,93.1,38.4,36.9,70.9,65.0,88.7,90.1,100.5,0.0,0.0,137.4,100.5,164.0,51.7,0.0,172.9,94.6,66.5,0.0,0.0,0.0,0.0,56.1,50.2,93.1,38.4,36.9,70.9,65.0,88.7,90.1,100.5,0.0,0.0,137.4,100.5,164.0,51.7,0.0,172.9,94.6,66.5,0.0,0.0,0.0,0.0,0.0
6576,54.3,48.6,90.1,37.2,35.7,68.6,62.9,85.8,87.2,97.2,0.0,0.0,133.0,97.2,158.7,50.0,0.0,167.3,91.5,64.3,0.0,0.0,0.0,0.0,54.3,48.6,90.1,37.2,35.7,68.6,62.9,85.8,87.2,97.2,0.0,0.0,133.0,97.2,158.7,50.0,0.0,167.3,91.5,64.3,0.0,0.0,0.0,0.0,54.3,48.6,90.1,37.2,35.7,68.6,62.9,85.8,87.2,97.2,0.0,0.0,133.0,97.2,158.7,50.0,0.0,167.3,91.5,64.3,0.0,0.0,0.0,0.0,0.0
6577,53.5,47.8,88.7,36.6,35.2,67.5,61.9,84.4,85.8,95.7,0.0,0.0,130.9,95.7,156.2,49.3,0.0,164.6,90.1,63.3,0.0,0.0,0.0,0.0,53.5,47.8,88.7,36.6,35.2,67.5,61.9,84.4,85.8,95.7,0.0,0.0,130.9,95.7,156.2,49.3,0.0,164.6,90.1,63.3,0.0,0.0,0.0,0.0,53.5,47.8,88.7,36.6,35.2,67.5,61.9,84.4,85.8,95.7,0.0,0.0,130.9,95.7,156.2,49.3,0.0,164.6,90.1,63.3,0.0,0.0,0.0,0.0,0.0
6578,51.8,46.3,85.8,35.4,34.0,65.4,59.9,81.7,83.1,92.6,0.0,0.0,126.7,92.6,151.2,47.7,0.0,159.3,87.2,61.3,0.0,0.0,0.0,0.0,51.8,46.3,85.8,35.4,34.0,65.4,59.9,81.7,83.1,92.6,0.0,0.0,126.7,92.6,151.2,47.7,0.0,159.3,87.2,61.3,0.0,0.0,0.0,0.0,51.8,46.3,85.8,35.4,34.0,65.4,59.9,81.7,83.1,92.6,0.0,0.0,126.7,92.6,151.2,47.7,0.0,159.3,87.2,61.3,0.0,0.0,0.0,0.0,0.0
6579,50.0,44.8,82.9,34.2,32.9,63.2,57.9,79.0,80.3,89.5,0.0,0.0,122.4,89.5,146.1,46.1,0.0,154.0,84.3,59.2,0.0,0.0,0.0,0.0,50.0,44.8,82.9,34.2,32.9,63.2,57.9,79.0,80.3,89.5,0.0,0.0,122.4,89.5,146.1,46.1,0.0,154.0,84.3,59.2,0.0,0.0,0.0,0.0,50.0,44.8,82.9,34.2,32.9,63.2,57.9,79.0,80.3,89.5,0.0,0.0,122.4,89.5,146.1,46.1,0.0,154.0,84.3,59.2,0.0,0.0,0.0,0.0,0.0
6580,50.9,45.5,84.4,34.8,33.5,64.3,58.9,80.3,81.7,91.1,0.0,0.0,124.5,91.1,148.6,46.9,0.0,156.7,85.7,60.3,0.0,0.0,0.0,0.0,50.9,45.5,84.4,34.8,33.5,64.3,58.9,80.3,81.7,91.1,0.0,0.0,124.5,91.1,148.6,46.9,0.0,156.7,85.7,60.3,0.0,0.0,0.0,0.0,50.9,45.5,84.4,34.8,33.5,64.3,58.9,80.3,81.7,91.1,0.0,0.0,124.5,91.1,148.6,46.9,0.0,156.7,85.7,60.3,0.0,0.0,0.0,0.0,0.0
6581,56.1,50.2,92.9,38.4,36.9,70.8,64.9,88.5,90.0,100.3,0.0,0.0,137.2,100.3,163.8,51.6,0.0,172.6,94.4,66.4,0.0,0.0,0.0,0.0,56.1,50.2,92.9,38.4,36.9,70.8,64.9,88.5,90.0,100.3,0.0,0.0,137.2,100.3,163.8,51.6,0.0,172.6,94.4,66.4,0.0,0.0,0.0,0.0,56.1,50.2,92.9,38.4,36.9,70.8,64.9,88.5,90.0,100.3,0.0,0.0,137.2,100.3,163.8,51.6,0.0,172.6,94.4,66.4,0.0,0.0,0.0,0.0,0.0
6582,62.1,55.6,103.0,42.5,40.9,78.4,71.9,98.1,99.7,111.1,0.0,0.0,152.0,111.1,181.4,57.2,0.0,191.2,104.6,73.5,0.0,0.0,0.0,0.0,62.1,55.6,103.0,42.5,40.9,78.4,71.9,98.1,99.7,111.1,0.0,0.0,152.0,111.1,181.4,57.2,0.0,191.2,104.6,73.5,0.0,0.0,0.0,0.0,62.1,55.6,103.0,42.5,40.9,78.4,71.9,98.1,99.7,111.1,0.0,0.0,152.0,111.1,181.4,57.2,0.0,191.2,104.6,73.5,0.0,0.0,0.0,0.0,0.0
6583,73.3,65.6,121.5,50.2,48.2,92.6,84.9,115.8,117.7,131.2,0.0,0.0,179.4,131.2,214.1,67.5,0.0,225.7,123.5,86.8,0.0,0.0,0.0,0.0,73.3,65.6,121.5,50.2,48.2,92.6,84.9,115.8,117.7,131.2,0.0,0.0,179.4,131.2,214.1,67.5,0.0,225.7,123.5,86.8,0.0,0.0,0.0,0.0,73.3,65.6,121.5,50.2,48.2,92.6,84.9,115.8,117.7,131.2,0.0,0.0,179.4,131.2,214.1,67.5,0.0,225.7,123.5,86.8,0.0,0.0,0.0,0.0,0.0
6584,81.9,73.3,135.8,56.1,53.9,103.5,94.9,129.4,131.5,146.6,0.0,0.0,200.5,146.6,239.3,75.5,0.0,252.3,138.0,97.0,0.0,0.0,0.0,0.0,81.9,73.3,135.8,56.1,53.9,103.5,94.9,129.4,131.5,146.6,0.0,0.0,200.5,146.6,239.3,75.5,0.0,252.3,138.0,97.0,0.0,0.0,0.0,0.0,81.9,73.3,135.8,56.1,53.9,103.5,94.9,129.4,131.5,146.6,0.0,0.0,200.5,146.6,239.3,75.5,0.0,252.3,138.0,97.0,0.0,0.0,0.0,0.0,0.0
6585,85.4,76.4,141.6,58.4,56.2,107.9,98.9,134.8,137.1,152.8,0.0,0.0,209.0,152.8,249.4,78.6,0.0,262.9,143.8,101.1,0.0,0.0,0.0,0.0,85.4,76.4,141.6,58.4,56.2,107.9,98.9,134.8,137.1,152.8,0.0,0.0,209.0,152.8,249.4,78.6,0.0,262.9,143.8,101.1,0.0,0.0,0.0,0.0,85.4,76.4,141.6,58.4,56.2,107.9,98.9,134.8,137.1,152.8,0.0,0.0,209.0,152.8,249.4,78.6,0.0,262.9,143.8,101.1,0.0,0.0,0.0,0.0,0.0
6586,86.3,77.2,143.0,59.0,56.7,108.9,99.9,136.2,138.5,154.3,0.0,0.0,211.1,154.3,251.9,79.4,0.0,265.6,145.3,102.1,0.0,0.0,0.0,0.0,86.3,77.2,143.0,59.0,56.7,108.9,99.9,136.2,138.5,154.3,0.0,0.0,211.1,154.3,251.9,79.4,0.0,265.6,145.3,102.1,0.0,0.0,0.0,0.0,86.3,77.2,143.0,59.0,56.7,108.9,99.9,136.2,138.5,154.3,0.0,0.0,211.1,154.3,251.9,79.4,0.0,265.6,145.3,102.1,0.0,0.0,0.0,0.0,0.0
6587,85.4,76.4,141.6,58.4,56.2,107.9,98.9,134.8,137.1,152.8,0.0,0.0,209.0,152.8,249.4,78.6,0.0,262.9,143.8,101.1,0.0,0.0,0.0,0.0,85.4,76.4,141.6,58.4,56.2,107.9,98.9,134.8,137.1,152.8,0.0,0.0,209.0,152.8,249.4,78.6,0.0,262.9,143.8,101.1,0.0,0.0,0.0,0.0,85.4,76.4,141.6,58.4,56.2,107.9,98.9,134.8,137.1,152.8,0.0,0.0,209.0,152.8,249.4,78.6,0.0,262.9,143.8,101.1,0.0,0.0,0.0,0.0,0.0
6588,80.2,71.8,133.0,54.9,52.8,101.3,92.9,126.7,128.8,143.5,0.0,0.0,196.3,143.5,234.3,73.9,0.0,247.0,135.1,95.0,0.0,0.0,0.0,0.0,80.2,71.8,133.0,54.9,52.8,101.3,92.9,126.7,128.8,143.5,0.0,0.0,196.3,143.5,234.3,73.9,0.0,247.0,135.1,95.0,0.0,0.0,0.0,0.0,80.2,71.8,133.0,54.9,52.8,101.3,92.9,126.7,128.8,143.5,0.0,0.0,196.3,143.5,234.3,73.9,0.0,247.0,135.1,95.0,0.0,0.0,0.0,0.0,0.0
6589,79.4,71.0,131.6,54.3,52.2,100.2,91.9,125.3,127.4,142.0,0.0,0.0,194.2,142.0,231.8,73.1,0.0,244.3,133.6,94.0,0.0,0.0,0.0,0.0,79.4,71.0,131.6,54.3,52.2,100.2,91.9,125.3,127.4,142.0,0.0,0.0,194.2,142.0,231.8,73.1,0.0,244.3,133.6,94.0,0.0,0.0,0.0,0.0,79.4,71.0,131.6,54.3,52.2,100.2,91.9,125.3,127.4,142.0,0.0,0.0,194.2,142.0,231.8,73.1,0.0,244.3,133.6,94.0,0.0,0.0,0.0,0.0,0.0
6590,77.6,69.5,128.7,53.1,51.1,98.1,89.9,122.6,124.6,138.9,0.0,0.0,190.0,138.9,226.7,71.5,0.0,239.0,130.7,91.9,0.0,0.0,0.0,0.0,77.6,69.5,128.7,53.1,51.1,98.1,89.9,122.6,124.6,138.9,0.0,0.0,190.0,138.9,226.7,71.5,0.0,239.0,130.7,91.9,0.0,0.0,0.0,0.0,77.6,69.5,128.7,53.1,51.1,98.1,89.9,122.6,124.6,138.9,0.0,0.0,190.0,138.9,226.7,71.5,0.0,239.0,130.7,91.9,0.0,0.0,0.0,0.0,0.0
6591,75.9,67.9,125.8,51.9,49.9,95.9,87.9,119.8,121.8,135.8,0.0,0.0,185.8,135.8,221.7,69.9,0.0,233.7,127.8,89.9,0.0,0.0,0.0,0.0,75.9,67.9,125.8,51.9,49.9,95.9,87.9,119.8,121.8,135.8,0.0,0.0,185.8,135.8,221.7,69.9,0.0,233.7,127.8,89.9,0.0,0.0,0.0,0.0,75.9,67.9,125.8,51.9,49.9,95.9,87.9,119.8,121.8,135.8,0.0,0.0,185.8,135.8,221.7,69.9,0.0,233.7,127.8,89.9,0.0,0.0,0.0,0.0,0.0
6592,77.6,69.5,128.7,53.1,51.1,98.1,89.9,122.6,124.6,138.9,0.0,0.0,190.0,138.9,226.7,71.5,0.0,239.0,130.7,91.9,0.0,0.0,0.0,0.0,77.6,69.5,128.7,53.1,51.1,98.1,89.9,122.6,124.6,138.9,0.0,0.0,190.0,138.9,226.7,71.5,0.0,239.0,130.7,91.9,0.0,0.0,0.0,0.0,77.6,69.5,128.7,53.1,51.1,98.1,89.9,122.6,124.6,138.9,0.0,0.0,190.0,138.9,226.7,71.5,0.0,239.0,130.7,91.9,0.0,0.0,0.0,0.0,0.0
6593,79.4,71.0,131.6,54.3,52.2,100.2,91.9,125.3,127.4,142.0,0.0,0.0,194.2,142.0,231.8,73.1,0.0,244.3,133.6,94.0,0.0,0.0,0.0,0.0,79.4,71.0,131.6,54.3,52.2,100.2,91.9,125.3,127.4,142.0,0.0,0.0,194.2,142.0,231.8,73.1,0.0,244.3,133.6,94.0,0.0,0.0,0.0,0.0,79.4,71.0,131.6,54.3,52.2,100.2,91.9,125.3,127.4,142.0,0.0,0.0,194.2,142.0,231.8,73.1,0.0,244.3,133.6,94.0,0.0,0.0,0.0,0.0,0.0
6594,82.8,74.1,137.3,56.7,54.5,104.6,95.9,130.7,132.9,148.2,0.0,0.0,202.6,148.2,241.9,76.3,0.0,254.9,139.5,98.1,0.0,0.0,0.0,0.0,82.8,74.1,137.3,56.7,54.5,104.6,95.9,130.7,132.9,148.2,0.0,0.0,202.6,148.2,241.9,76.3,0.0,254.9,139.5,98.1,0.0,0.0,0.0,0.0,82.8,74.1,137.3,56.7,54.5,104.6,95.9,130.7,132.9,148.2,0.0,0.0,202.6,148.2,241.9,76.3,0.0,254.9,139.5,98.1,0.0,0.0,0.0,0.0,0.0
6595,84.5,75.6,140.1,57.8,55.6,106.8,97.9,133.5,135.7,151.3,0.0,0.0,206.9,151.3,246.9,77.9,0.0,260.2,142.4,100.1,0.0,0.0,0.0,0.0,84.5,75.6,140.1,57.8,55.6,106.8,97.9,133.5,135.7,151.3,0.0,0.0,206.9,151.3,246.9,77.9,0.0,260.2,142.4,100.1,0.0,0.0,0.0,0.0,84.5,75.6,140.1,57.8,55.6,106.8,97.9,133.5,135.7,151.3,0.0,0.0,206.9,151.3,246.9,77.9,0.0,260.2,142.4,100.1,0.0,0.0,0.0,0.0,0.0
6596,82.8,74.1,137.3,56.7,54.5,104.6,95.9,130.7,132.9,148.2,0.0,0.0,202.6,148.2,241.9,76.3,0.0,254.9,139.5,98.1,0.0,0.0,0.0,0.0,82.8,74.1,137.3,56.7,54.5,104.6,95.9,130.7,132.9,148.2,0.0,0.0,202.6,148.2,241.9,76.3,0.0,254.9,139.5,98.1,0.0,0.0,0.0,0.0,82.8,74.1,137.3,56.7,54.5,104.6,95.9,130.7,132.9,148.2,0.0,0.0,202.6,148.2,241.9,76.3,0.0,254.9,139.5,98.1,0.0,0.0,0.0,0.0,0.0
6597,77.6,69.5,128.7,53.1,51.1,98.1,89.9,122.6,124.6,138.9,0.0,0.0,190.0,138.9,226.7,71.5,0.0,239.0,130.7,91.9,0.0,0.0,0.0,0.0,77.6,69.5,128.7,53.1,51.1,98.1,89.9,122.6,124.6,138.9,0.0,0.0,190.0,138.9,226.7,71.5,0.0,239.0,130.7,91.9,0.0,0.0,0.0,0.0,77.6,69.5,128.7,53.1,51.1,98.1,89.9,122.6,124.6,138.9,0.0,0.0,190.0,138.9,226.7,71.5,0.0,239.0,130.7,91.9,0.0,0.0,0.0,0.0,0.0
6598,69.0,61.7,114.4,47.2,45.4,87.2,79.9,108.9,110.8,123.5,0.0,0.0,168.9,123.5,201.6,63.6,0.0,212.4,116.2,81.7,0.0,0.0,0.0,0.0,69.0,61.7,114.4,47.2,45.4,87.2,79.9,108.9,110.8,123.5,0.0,0.0,168.9,123.5,201.6,63.6,0.0,212.4,116.2,81.7,0.0,0.0,0.0,0.0,69.0,61.7,114.4,47.2,45.4,87.2,79.9,108.9,110.8,123.5,0.0,0.0,168.9,123.5,201.6,63.6,0.0,212.4,116.2,81.7,0.0,0.0,0.0,0.0,0.0
6599,60.4,54.0,100.1,41.3,39.7,76.3,69.9,95.3,96.9,108.0,0.0,0.0,147.8,108.0,176.4,55.6,0.0,185.9,101.7,71.5,0.0,0.0,0.0,0.0,60.4,54.0,100.1,41.3,39.7,76.3,69.9,95.3,96.9,108.0,0.0,0.0,147.8,108.0,176.4,55.6,0.0,185.9,101.7,71.5,0.0,0.0,0.0,0.0,60.4,54.0,100.1,41.3,39.7,76.3,69.9,95.3,96.9,108.0,0.0,0.0,147.8,108.0,176.4,55.6,0.0,185.9,101.7,71.5,0.0,0.0,0.0,0.0,0.0
6600,53.3,47.6,88.3,36.4,35.0,67.3,61.7,84.1,85.5,95.3,0.0,0.0,130.3,95.3,155.5,49.0,0.0,164.0,89.7,63.1,0.0,0.0,0.0,0.0,53.3,47.6,88.3,36.4,35.0,67.3,61.7,84.1,85.5,95.3,0.0,0.0,130.3,95.3,155.5,49.0,0.0,164.0,89.7,63.1,0.0,0.0,0.0,0.0,53.3,47.6,88.3,36.4,35.0,67.3,61.7,84.1,85.5,95.3,0.0,0.0,130.3,95.3,155.5,49.0,0.0,164.0,89.7,63.1,0.0,0.0,0.0,0.0,0.0
6601,52.4,46.9,86.9,35.9,34.5,66.2,60.7,82.7,84.1,93.8,0.0,0.0,128.3,93.8,153.1,48.3,0.0,161.4,88.3,62.1,0.0,0.0,0.0,0.0,52.4,46.9,86.9,35.9,34.5,66.2,60.7,82.7,84.1,93.8,0.0,0.0,128.3,93.8,153.1,48.3,0.0,161.4,88.3,62.1,0.0,0.0,0.0,0.0,52.4,46.9,86.9,35.9,34.5,66.2,60.7,82.7,84.1,93.8,0.0,0.0,128.3,93.8,153.1,48.3,0.0,161.4,88.3,62.1,0.0,0.0,0.0,0.0,0.0
6602,50.7,45.4,84.1,34.7,33.4,64.1,58.7,80.1,81.4,90.8,0.0,0.0,124.1,90.8,148.1,46.7,0.0,156.1,85.4,60.1,0.0,0.0,0.0,0.0,50.7,45.4,84.1,34.7,33.4,64.1,58.7,80.1,81.4,90.8,0.0,0.0,124.1,90.8,148.1,46.7,0.0,156.1,85.4,60.1,0.0,0.0,0.0,0.0,50.7,45.4,84.1,34.7,33.4,64.1,58.7,80.1,81.4,90.8,0.0,0.0,124.1,90.8,148.1,46.7,0.0,156.1,85.4,60.1,0.0,0.0,0.0,0.0,0.0
6603,49.0,43.9,81.3,33.5,32.3,61.9,56.8,77.4,78.7,87.7,0.0,0.0,120.0,87.7,143.2,45.2,0.0,150.9,82.6,58.1,0.0,0.0,0.0,0.0,49.0,43.9,81.3,33.5,32.3,61.9,56.8,77.4,78.7,87.7,0.0,0.0,120.0,87.7,143.2,45.2,0.0,150.9,82.6,58.1,0.0,0.0,0.0,0.0,49.0,43.9,81.3,33.5,32.3,61.9,56.8,77.4,78.7,87.7,0.0,0.0,120.0,87.7,143.2,45.2,0.0,150.9,82.6,58.1,0.0,0.0,0.0,0.0,0.0
6604,49.9,44.6,82.7,34.1,32.8,63.0,57.7,78.7,80.1,89.2,0.0,0.0,122.0,89.2,145.7,45.9,0.0,153.5,84.0,59.1,0.0,0.0,0.0,0.0,49.9,44.6,82.7,34.1,32.8,63.0,57.7,78.7,80.1,89.2,0.0,0.0,122.0,89.2,145.7,45.9,0.0,153.5,84.0,59.1,0.0,0.0,0.0,0.0,49.9,44.6,82.7,34.1,32.8,63.0,57.7,78.7,80.1,89.2,0.0,0.0,122.0,89.2,145.7,45.9,0.0,153.5,84.0,59.1,0.0,0.0,0.0,0.0,0.0
6605,54.9,49.2,91.1,37.6,36.1,69.4,63.6,86.7,88.2,98.3,0.0,0.0,134.5,98.3,160.5,50.6,0.0,169.2,92.5,65.1,0.0,0.0,0.0,0.0,54.9,49.2,91.1,37.6,36.1,69.4,63.6,86.7,88.2,98.3,0.0,0.0,134.5,98.3,160.5,50.6,0.0,169.2,92.5,65.1,0.0,0.0,0.0,0.0,54.9,49.2,91.1,37.6,36.1,69.4,63.6,86.7,88.2,98.3,0.0,0.0,134.5,98.3,160.5,50.6,0.0,169.2,92.5,65.1,0.0,0.0,0.0,0.0,0.0
6606,60.9,54.5,100.9,41.6,40.0,76.9,70.5,96.1,97.7,108.9,0.0,0.0,148.9,108.9,177.8,56.1,0.0,187.4,102.5,72.1,0.0,0.0,0.0,0.0,60.9,54.5,100.9,41.6,40.0,76.9,70.5,96.1,97.7,108.9,0.0,0.0,148.9,108.9,177.8,56.1,0.0,187.4,102.5,72.1,0.0,0.0,0.0,0.0,60.9,54.5,100.9,41.6,40.0,76.9,70.5,96.1,97.7,108.9,0.0,0.0,148.9,108.9,177.8,56.1,0.0,187.4,102.5,72.1,0.0,0.0,0.0,0.0,0.0
6607,71.8,64.3,119.1,49.2,47.3,90.8,83.2,113.4,115.3,128.6,0.0,0.0,175.8,128.6,209.9,66.2,0.0,221.2,121.0,85.1,0.0,0.0,0.0,0.0,71.8,64.3,119.1,49.2,47.3,90.8,83.2,113.4,115.3,128.6,0.0,0.0,175.8,128.6,209.9,66.2,0.0,221.2,121.0,85.1,0.0,0.0,0.0,0.0,71.8,64.3,119.1,49.2,47.3,90.8,83.2,113.4,115.3,128.6,0.0,0.0,175.8,128.6,209.9,66.2,0.0,221.2,121.0,85.1,0.0,0.0,0.0,0.0,0.0
6608,80.3,71.8,133.1,54.9,52.8,101.4,93.0,126.8,128.9,143.7,0.0,0.0,196.5,143.7,234.6,74.0,0.0,247.2,135.2,95.1,0.0,0.0,0.0,0.0,80.3,71.8,133.1,54.9,52.8,101.4,93.0,126.8,128.9,143.7,0.0,0.0,196.5,143.7,234.6,74.0,0.0,247.2,135.2,95.1,0.0,0.0,0.0,0.0,80.3,71.8,133.1,54.9,52.8,101.4,93.0,126.8,128.9,143.7,0.0,0.0,196.5,143.7,234.6,74.0,0.0,247.2,135.2,95.1,0.0,0.0,0.0,0.0,0.0
